sentence_id	sentence	sentence_domain	source	is_used	clips_count
094e6d2c096d1de5f3fd6e43378b7e5be61cb220d8ddfa64f0116ab513d9daeb	Τότε έσκυψε μες στην τρύπα ο Σωτήρης, και φώναξε, κοιτάζοντας κάτω αυτή τη φορά:		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0973f33db2ec510d39cdc235acd62d78143ecef29b59f98d396a27e101501062	Ως τώρα ήξερα πως αγαπά μανιωδώς τη μουσική		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/	1	0
09825c6d4cc5b03f413df8216be07e7af4866fb577eded000862da016fb753e4	Και τωόντι την έριξε ο Αράπης		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
099707e4321cbe595a35e67633695b7e8baacc2daeae12f0e8c7c16c28600c33	Θα περάσει και αυτό, είπε παρηγορητικά η Μαριγώ.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
09cd8477190132df976feff7917bdcaa7b4b61570f76e934ba46cfddf75377e1	Ο Περικλής τι σχέση έχει με όλα αυτά;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
09ebaae6f16e1e13cc58952610cab07763915bf3372a319e4c5cf7e7e791fe6e	ο αναθεματισμένος ο οδοντογιατρός της κ. Τσουκρής, μολονότι πατριώτης της,		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/	1	0
09ebabb621af01a24e556f0dcef224eb6c09ddc63ac8c9fb895ea98cb2f9883f	Ανέβηκε τρεχάτη και ξανακατέβηκε μ' ένα μποτιλάκι μαύρο και μ' ένα μάτσο κουρέλια άσπρα		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0a45d668cbc8fa08baf6b2faf30656fcec2e5d7b2497165d0877692bab497ce9	ξεφώνισε.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0a9c365ba765c22ba84ecda39b0152ddb42a36f8dc4546571d1ceba116dd928d	προκειμένου να κολακέψουν και να αρέσουν στους άρχοντες και στους βασιλιάδες τους.		https://www.openbook.gr/oi-mythoi-mesa-mas/	1	0
0aa23f45dce8130f38b1c3c3a114f439e03127a8d10000fd8ef399cb8a0b57a0	Δεν έκανες καλά!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0aa289fc4561ee5ce279008cec4e320a610e3b43e9760830ae3c2d7b7b8a0aa0	Οι δίδυμες μάθαιναν να πλέκουν		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0ad535559308e7b6b57ce16e06a3604957ea498ced0192b097cbcc59abd0db21	Ζεμπίλι ήταν κάμαρα Βασίλη.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0b74505e6a688e63ec584b4ea108b941ffd57868f56a7d4c57d365fee1b1c298	Θα μείνει πολύ;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0b900365b1f3ea0043ea528b6f1a23437bf7776122563e811d8a47e1ca8d6fe3	Εσύ είσαι δούλος των αναγκών σου.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0bdaef02129f69acb7db61762f021efbe23a09c170b350b6986e73cd0f8cdc0d	Και μου είπε, πώς τη νύχτα, μπήκε στο Μεσολόγγι με τους τελευταίους άντρες του.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0bdf1e2b68e098b488e5accaf92c172272ad37f365cf2047312dcbae91e9a312	Ο Μήτσος γύρισε στη Μαριγώ που έστεκε στην πόρτα κλαμένη.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0be217457d40474e6080620fdfb2226cd29d350d095e6b57cd884f4dace73fac	Γιατί νομίζω πως τελείωσαν τα βάσανα μου!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0c0cc12b708b2788674b29456dcf505bdd872d7c0752b9d182820e55503ba3a0	Όλοι οι Βούλγαροι ένα είναι		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0c0f9eb122589f600242a7944325506ff63b3f6ff29afff0552f6e55e3be7fed	Με τον Σωκράτη έκανα συχνά παρέα		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0c2f270aa320b7b67460c99673b276f4d4d69c71a31a49783b5f19884d25af4e	Πουθενά δεν ήταν		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0d214bba8828c455611f71ed1be05ac3ef00f3ee4ea40e967ce2b81991b85e9a	ούτε γέρος είναι να πεις, ούτε άσκημος,		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/	1	0
0d4bcce4e18c0feafc35564a259296cf1c22580ac7ac988bb70872429bb75509	Μα θα είναι βρισιά αλεπουδίσια		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0d63bb6afa08394ce054fde9227bc56d6b43586591613261ff292fd1025890ca	και να μας χαρίσει τον χρόνο που χρειάζεται για να τα σκεφθούμε καλύτερα		https://www.openbook.gr/oi-mythoi-mesa-mas/	1	0
0dab4421ac9e51de89f6c05eb5a5b63bc415032beafd5511c28a9e7d023fcacf	Ο Μάγκας βρήκε αυτά στο περιβόλι		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0df9b74b258efeb2fec74a92b7f1b83ed9c9ebd57ff70441de582a41fc0feae8	Μα δεν παν τα χνώτα μας μαζί		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0dfb1d99d7a1aec80c14695389b8e4b1284d79207a81fe32d1685f24590e5670	διέκοψε ο Χρήστος.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0e339395a63da407c41d2a246c7a51bb3e151869958fa228aa38eb2deedc5d39	Δε φοβάσαι να σε δουν εκεί που δουλεύεις;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0e70d017961911d5a6984f74a12ef6ecba862acb97993c48d9de3c9b91c3f80d	Η Άννα κοκκίνισε, κι έκανε να την κλωτσήσει		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0eba7f501efe7232aeb8ea5d9a7b995f2850f4b6cc22739233a911d80c661bde	Κοντοστάθηκε και με κοίταξε		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0ebe474d9e6b7113829277d47ab7fb325bc4de83ff140d2c7b313e21a56be869	Μα πίσω από το λόφο βρίσκεται η θάλασσα		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0ee797ce12da92d744e393d54654d6bacca23b4c7edebbf6758ca42d7fbe0246	Τι έχεις, Μπόμπη;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0f24c118809f2527c16d49423ff2cf5c993247f4c8be0cfba5ce168f1c12a4a5	Άιντε, σήκω πάνω!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0f2cc12da459f58a66bea85a5925244a98e65c00df3a14b09c67ea4e074af6c6	Να ξέρεις πως δεν έχεις να φύγεις.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0f3f00c455efd5f42739129e2a754f291a829bab8ec1354bbb8630192f47d4db	Θα δάγκανα τον εαυτό μου από θυμό		sentence-collector	1	0
0f5f1b71b6ceb54e3a6cbeb98e4e9e7b2c09ededa8bdd78e0c06d572576b93f5	Πολλά αμάξια κατάφθαναν με φίλους και συγγενείς, που έρχουνταν να ξεπροβοδίσουν τους ταξιδιώτες		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0f860a4881a3990eb45bbaeb2341998d6a7bfd56de859330b4b1961cfa6b88e3	Πώς να κάνουν τους Τούρκους να πιστέψουν πως είναι πολλοί;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0fa6a24d27e5d9a9bbb71e68e3385757095b4a70c94ba7bc6ea7ef8d3da16cf3	Η πίτα είναι πίτα και το ψάρι είναι ψάρι.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0fed2bb41d6d4dd53a711014df6d9fce63d12691bfa04890990a7bcae82d3ed7	Πήραμε την ακρογιαλιά κατά τη χώρα		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
0feea2348bc3b09619cd9b242b5ab5e67a945cc8cf1dce5568e20962daf1eca6	Και πέρασε πολλή ώρα.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
104d0bd14da66a08d4d1c792ef99c1645ff7b79ca613cb9ca3f1a429db400311	Ώσπου να πεις τρία, είχε περάσει στο βασίλειο του χάρου.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
106ebffc296fb8aea475cc3860f43ab281fd7db68223d93662b640d25bfc1596	Αέρα!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
107db8ef6a8389fb18ef1af13a3c4d507b2d0dc568096f588648bd67bedf1c64	Εδώ είμαι κι εγώ!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
108a0703b83c7bd0e6c63348b3240f5fc1101c1bd2cfd0ed9905808064cbedbe	Ρίχθηκα στο περβάζι γαβγίζοντας με λύσσα.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
109c2529de2e6d5297364bf35ce3a9b7d9ac4887db7fdb869998b7d232355966	που σχετίζονται με την πρώτη δημιουργία,		https://www.openbook.gr/oi-mythoi-mesa-mas/	1	0
10b01fbba9e658c8792f9912996a8aa12edcce7bd887adc5fcd9ea2b928484ed	Και στο στάβλο απλώθηκε σιωπή		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
10bb900f3704623c26e9b33b07518a960f10d84bd54617e942f7c6f5083665eb	Ο γιος σου αρρώστησε, γιατί έφαγε ένα ζεμπίλι κουρμάδες		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
10fca37945d4efd1c696c5b67b3143605e693c8c0e1fb627769013e88647cc59	Είναι σαν να γευόμαστε, συμπληρώνει, το εκλεκτό νέκταρ των αθανάτων.		https://www.openbook.gr/oi-mythoi-mesa-mas/	1	0
110a45801546fc43933e5a2689feadbe2bd5eadc89508e7e2687b57c4faef889	Μα ήταν θυμωμένος		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
1113bf5ed28fe067205a1562edfd1a4e18f67992e52c628121986bf48e800115	Και θα τις σκότωνα όλες.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
111fb4e76181ce5aeee4a41d2619e11a4107f12542d1c6b00b49f4f3be29a028	Είμαστε μακριά από τη χώρα, είπε		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
11345ed016eeb7302d3cd7cb288b8e099f0b9f1c6af0b42aff943e8a24f1cae5	στον υπερθετικό βαθμό λόγω της τεράστιας ενδοχώρας που θα πρέπει να καλύψει ενεργειακά.		https://www.openbook.gr/poio-to-mellon-tis-alexandroypolis/	1	0
113682a1ec7af67485ebbe4af006dfeec8e67adc2f0e73a458bdc304d5e80f4e	ρώτησε κείνος.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
1153800c46f31d9ebf46a5b594c221b534f8180f310e698000d280f8fd667293	είπε με συγκίνηση		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
11b99e3e2d90687630c37b0d42e24945bc08c830b032086bf55fc77c547aab96	Συγκινημένα στέκουνταν και άκουαν τα παιδιά		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???	1	0
