sentence_id	sentence	sentence_domain	source
177c92de26c2bada32d416408386fd8fde24c0abbb5d0678061f30ffccca1a92	Το λόγο αυτό τον άκουσε ο καπετάν-Μανόλης που ήταν κοντά του		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
179bfb1769ba16462b17ecb6cca49dc76b951c36043d104198dd8c0f98e7d7d4	Το χαουάγκα Ρασίτα το λέγκει φάγκει κύριος Λουκά		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
179f99972cbcafb9a70419aa7c96074bd2895a4c414e19aae2ec3fff6d17e660	Έμεινα λίγες ώρες σκεφτική. Τι περίεργα πράμματα συμβαίνουν		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
17a305abd0e4a01f03436d0bf7c98846852b755cf894422dd8fd638131be359a	Σαν αντίποδας στους φόβους και στις δεισιδαιμονίες τους.		https://www.openbook.gr/oi-mythoi-mesa-mas/
17c930c0b3e05db02e91c00dff34673706aa0a41c26c600363b01d3e085fe90a	και ο φιλάργυρος στα πόδια του βουνού τις μαζεύει.		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
17d6ecd7953be1453557cfeeed4218050e66e1522a8e77135fcc01ac8fb8c5ed	Αλλά θεωρώ απαραίτητον να συμβουλευθώ επιστήμονα διά την πληγήν του Βρασίδα		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
17f172bcd6f2b37a8d7be0aac61681f0551d568e632bfde81879efe38691afa1	Εύκολα δεν μπορώ να τον τρυπήσω		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
1804bf84129990fd74f98ae0851536c82292919ff3420f64639d18b0e02b43db	Και αναστέναξε		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
182f5930974b5f0add774488a41c1a5de4457dae2123a72cc24f7fcac1767c63	Στραβά και ανάποδα έχωναν τα λουλούδια όπου πρόφθαιναν.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
18383530970355005ea5935b82b9286877f24673dd0645f1465728a949496ede	χαγιάς		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
183eda2a3fa0ddf043b7f3accefcbb4a29bbfd4823e770991ec0445264a243b2	πως θα ήθελα τάχα να μου έδινε την ευκαιρία να τον γνωρίσω.		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
1852aa498d7cdefcbdcf15f9788bd2d7bb6382ec336f193b6b7087b66a45d65a	Τόσες μέρες, είχα ξεχάσει τα σαπούνια και τις βρούτσες του Άλη!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
18578bf2b3bcfbb6a7d7201c248e35be3fd4e613f02fb0123fb44cae450da815	Εσείς, Άννα Λίζα, το γνωρίζετε;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
186af3658b5f64d4a86bdd4df9d30f01989c46bbab258a477e95f5b51197ef6c	αλλά η κυρία φαίνεται πως περιφρονούσε τη φιλολογική διάθεση του άντρα της		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
186cee6930a58f5421734dad6bdb4e5698e87e4031ecb10d8f155fc8cc698d97	παιδάκι μου, έλεγε με την αιώνια της καλοσύνη η κυρία Βασιωτάκη		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
18978c9ac0802c44efdd4283035278b2441d883499a545026e27e22fb73f8ad9	Κουράγιο, κοντεύομε!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
189df3f65e616888be9dc0ab506befe8e10c8125c7ab520ad2e1fc9ec1f81642	όπως την είδα μέσα στο μισοσκότεινο διάδρομο.		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
18a330fbfe42109999ab8a1f78c157b0114745370379a86e2fff19b079e85879	Οι εκπλήξεις που μας περιμένουν είναι συγκλονιστικές!		https://www.openbook.gr/oi-mythoi-mesa-mas/
18a743fc5a8917aca4bd10080c243ccb0c31bff861b77e380cb31e34cc5332f4	Εννοείται πως απ’ τη στιγμή που άρχισε η φιλολογική συζήτηση		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
18ca16d774773b3bb73cc35a10153188380e0b1cf996443ba0603a9608578b73	Μα έμεινα με τον Αρχηγό		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
18d5eb82da6d8a2726b2799f9b0487fe1a34a7f0c508d274e240edcd9eb4edef	Είδες πως χθες μου έφαγε ο άλλος το ψωμί που έπεσε στους βράχους		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
18e89edbcb54f0399a7716eea280ad138ef8d7b0567915f632252acdfcc8499b	Και νιώθω τώρα μέσα μου δύναμη για δέκα μερών νηστεία.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
18ec69c5683a36f52cf2eeb071a1f8bbe3dd586a041a7b4e838648e2ebb41925	Οι πρωτοπόροι ιατροί ψυχαναλυτές που ασχολήθηκαν		https://www.openbook.gr/oi-mythoi-mesa-mas/
1906cd4eacee0447b07d5d984d5543cae33b0d30ebf858adc8467730ebce0e72	Έχωσε ο Σπύρος ένα σύρμα στην τρυπούλα και ακούστηκε τρέξιμο ποντικού		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
191742aa2a186205ae80d6de0abe1ff79098383c8f68b245f3ad4404df06cf5a	Και είπε η Ματμαζέλ:		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
19177e150a0d799fc5c60bd9cede01bee25979b0ccd6c5fa78409aab2a53927d	Πρώτη νίκη		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
192a8b7afbac362353611fcc60ed792231671bdb7ec6efc679d0125d96d6e814	Τι φωνή, τι κακό έγινε τότε!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
193068db7b4dc4bc2a0698b057ad3f6261fc04c35b5f503116b507a382fc7627	Κι έκλεισε πάλι η πόρτα		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
1934a4fa8f096c7cfcbbf60e0c502a46def526c20941c731c20e30e3cf8c76ee	Βρήκα τον Μπόμπη που έτρωγε.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
1949a4b8f5979d0a0dbc58fd02cdbfde7c8f281b21019255b65e028f2ae8d9bc	Μόλις όμως έτρεξα λίγα βήματα, ακούω φωνές:		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
194b5a4edfe5f1c757a6601ccd0e90fec44581306f9fdd49dbf636c98726adb0	Τι γελοίος που είσαι έτσι!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
195053709d0b78a2e2caacdbe4fa80142406a476882c49c23c2b161d30c8e126	Δε φαντάζουμουν τι θα πει πάστρα χιώτικη		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
19562db92b70c2b5e5144f86c8315fcfa756d1f730b6a5e4a9e9209041c99288	Σαν κεραυνός ήλθε κάτω το πάσο!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
1958d6647aef230043c528a9b2d845f677bdced6fa9acf9d5f04d2b8abf978be	όταν χαιρετούσε την κυρία του σπιτιού		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
197ad6f7bf20e2d651eb2551a0730f371d4cf382487adab337a2425737377545	Όχι, όχι, αποκρίθηκε κατακόκκινος ο μικρός		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
197c90fcd1eeb8d102a2fd007b80bba0769603176817c4ce42058cbe0a1d0d70	Πες, Βασίλη, τι σου έκαναν εσένα οι κακοί Βούλγαροι;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
199274a620559ee7b6239d989d8aa80264524f4b7fa7b12d55fdd7c0110031d0	Σα νύχτωσε, στα σκοτεινά κατέβηκαν στην ακροθαλασσιά		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
1994aa7a3bcfc1821c2376cfd760ebe5404130f949965d03b8326214564f7c08	Δε μ' αρέσουν τα πειράγματα, είπε ο φίλος μου		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
199694e8c6f1b3d3888ea894c8dea25596607f1dcf32372e97e6e1d39e0906fe	Παράτησε το κόκαλο που είχε κουβαλήσει κοντά μου.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
19b93642c96c327907d3b23782ff31b6e09ac5db1f99e92cd89a8a5a71566db0	Έξω από δω!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
19bcbc7b499431eed69af0eff79bc9eaf5c420eb26a59afc528e5c68cea3a17b	Και τι έχει να κάνει αυτό;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
19c641bd9cad9267c90e235a19ecbf2f9331faf90133097970106693ee4b1b1d	Όρμησα στα πόδια μου και πήδηξα στη μύτη της		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
19e5f06bdbeb6fa70947d4f6614ed3560c1b8382b49ef0f1ec39f49240b25bec	και αυθαίρετες μυθοπλασίες,		https://www.openbook.gr/oi-mythoi-mesa-mas/
19f10f9d7d1590db6645b21e62681b417677e94b0eb043d7756b662c728e6f52	ρώτησε περιφρονητικά.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
19fb66d7d6491703f2d93775bafcff940deaa10905741e9ff2188f31a6742eca	επανέλαβε κείνος αδιάφορα		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
